ticker_id,ticker,origin_date,target_start_date,target_end_date,actual_vol,rolling_vol_baseline,ewma_vol_baseline,data_source,split,regime,regime_name
0,AAPL,2020-05-01,2020-05-04,2020-05-15,0.09174029176163187,0.140973575589392,0.173858388448891,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-01,2020-05-04,2020-05-15,0.11479946809705498,0.1564964344895436,0.20373535979218474,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-04,2020-05-05,2020-05-18,0.07940494399594421,0.13982950664259097,0.17218446030543555,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-04,2020-05-05,2020-05-18,0.09976090330567022,0.15778064422630855,0.20474142001903067,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-05,2020-05-06,2020-05-19,0.08511879821118798,0.1385799424445594,0.1679621209423281,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-05,2020-05-06,2020-05-19,0.11046546008189108,0.15583659861331559,0.19946382185725922,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-06,2020-05-07,2020-05-20,0.07662654249042147,0.14106203231964512,0.16599992639990227,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-06,2020-05-07,2020-05-20,0.11118673277561156,0.15586888497624765,0.19309900739419283,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-07,2020-05-08,2020-05-21,0.09927746213400371,0.13827334229493188,0.16205751701791898,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-07,2020-05-08,2020-05-21,0.12693314045263093,0.145385170028375,0.18746285498423193,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-08,2020-05-11,2020-05-22,0.11173944941636729,0.13806704704249873,0.15637689808384383,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-08,2020-05-11,2020-05-22,0.1323837160335817,0.14429812873325104,0.1809650992693463,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-11,2020-05-12,2020-05-25,0.1119721027299768,0.11746011129690372,0.15210538353542388,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-11,2020-05-12,2020-05-25,0.13061791738485645,0.13281511922126302,0.17586667008872472,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-12,2020-05-13,2020-05-26,0.11126447815138134,0.11434778644357856,0.14789803715634162,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-12,2020-05-13,2020-05-26,0.13644383482771555,0.1304688779925296,0.1705772265829748,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-13,2020-05-14,2020-05-27,0.1162133286519183,0.11488649087286304,0.14363914237640943,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-13,2020-05-14,2020-05-27,0.14132721798259137,0.12901632014855624,0.16770225603459255,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-14,2020-05-15,2020-05-28,0.11725364908907958,0.11399205366314223,0.1412264705935351,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-14,2020-05-15,2020-05-28,0.1406067466356812,0.1281587045445331,0.16266625331719825,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-15,2020-05-18,2020-05-29,0.13126429586314378,0.11208192044874607,0.14108156943864997,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-15,2020-05-18,2020-05-29,0.12118612718028104,0.13624777207778266,0.16726477269922949,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-18,2020-05-19,2020-06-01,0.13381480180148064,0.09890297138643707,0.1369696978662666,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-18,2020-05-19,2020-06-01,0.11685574559603981,0.13906887651542982,0.16565384486065018,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-19,2020-05-20,2020-06-02,0.12960814629054876,0.10183690693645665,0.13613164481119827,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-19,2020-05-20,2020-06-02,0.10396506094078302,0.1424693262922948,0.16608933477848753,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-20,2020-05-21,2020-06-03,0.12870552684137934,0.09821048481621021,0.13206108609970116,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-20,2020-05-21,2020-06-03,0.10511750679078398,0.13400288812999275,0.16145844898452572,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-21,2020-05-22,2020-06-04,0.11798876302003625,0.10575149266582524,0.13840789005452603,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-21,2020-05-22,2020-06-04,0.0997413478469085,0.1362251429229017,0.16388000117945006,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-22,2020-05-25,2020-06-05,0.11193153163875995,0.10842661489383526,0.1400336377820816,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-22,2020-05-25,2020-06-05,0.1013326010530042,0.13327705466645934,0.16182859527573384,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-25,2020-05-26,2020-06-08,0.11505686315517405,0.10828689685279351,0.1356466451786273,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-25,2020-05-26,2020-06-08,0.10185037766088227,0.1327518553712347,0.15683927494747893,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-26,2020-05-27,2020-06-09,0.11563761189282767,0.10664877740408894,0.1317022841544923,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-26,2020-05-27,2020-06-09,0.10364709789375817,0.12214767901617078,0.15530584499732175,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-27,2020-05-28,2020-06-10,0.12187104035970199,0.10991723169797593,0.13141136919170895,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-27,2020-05-28,2020-06-10,0.11443554320550631,0.12353219979483866,0.15598313406313566,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-28,2020-05-29,2020-06-11,0.11961181201666815,0.1016519824496588,0.13001327736482918,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-28,2020-05-29,2020-06-11,0.1139546021222652,0.12089159121515189,0.1517786451176653,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-05-29,2020-06-01,2020-06-12,0.09919522006319349,0.11324000287212174,0.13737398264147474,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-05-29,2020-06-01,2020-06-12,0.11884172586646224,0.1180360014917525,0.14594530670570519,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-01,2020-06-02,2020-06-15,0.09994491612965795,0.11002623848920898,0.13471879154733704,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-01,2020-06-02,2020-06-15,0.12065427124979533,0.1086450714647693,0.14214647369311528,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-02,2020-06-03,2020-06-16,0.09881572563193947,0.109643698847196,0.13113709174338162,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-02,2020-06-03,2020-06-16,0.12305563135940556,0.10726451362758468,0.1381191692752807,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-03,2020-06-04,2020-06-17,0.10429671544527412,0.1059168061583085,0.12580459693236282,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-03,2020-06-04,2020-06-17,0.12121639984945919,0.10819468512645566,0.13470953825562185,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-04,2020-06-05,2020-06-18,0.1013595271321568,0.10903522982680142,0.12656430994145146,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-04,2020-06-05,2020-06-18,0.16004582869935402,0.1141498108090533,0.13682459299617053,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-05,2020-06-08,2020-06-19,0.09534559075883446,0.11183553176623166,0.1258575772170024,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-05,2020-06-08,2020-06-19,0.157141919853838,0.11788499545537444,0.1368273009175883,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-08,2020-06-09,2020-06-22,0.09101970490611751,0.1135249610193303,0.12394792098990313,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-08,2020-06-09,2020-06-22,0.159004603173105,0.11712074916858571,0.13278013044202513,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-09,2020-06-10,2020-06-23,0.09238004001519506,0.11347211415712553,0.11938280722490942,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-09,2020-06-10,2020-06-23,0.15542839990274873,0.1211603090213359,0.13051954019269743,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-10,2020-06-11,2020-06-24,0.1120535679967509,0.11907579148322907,0.12297765943936233,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-10,2020-06-11,2020-06-24,0.14168757437538085,0.12858630582499483,0.1380508490514423,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-11,2020-06-12,2020-06-25,0.11757725362767578,0.11843859970173527,0.1211484741608383,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-11,2020-06-12,2020-06-25,0.15045172009726032,0.12797638169661307,0.13273239124445704,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-12,2020-06-15,2020-06-26,0.11835062310552631,0.11634003406358522,0.11989054060278119,synthetic_fallback_fast,train,0,Low
1,MSFT,2020-06-12,2020-06-15,2020-06-26,0.14717339665385126,0.12001965094907291,0.13179480664361617,synthetic_fallback_fast,train,0,Low
0,AAPL,2020-06-15,2020-06-16,2020-06-29,0.14476299426983877,0.11810035444767708,0.11824655570766791,synthetic_fallback_fast,train,1,Medium
1,MSFT,2020-06-15,2020-06-16,2020-06-29,0.178949375626666,0.11877019501883787,0.1307392556582539,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-16,2020-06-17,2020-06-30,0.16719555506414654,0.11524499819306482,0.11499167404069459,synthetic_fallback_fast,train,1,Medium
1,MSFT,2020-06-16,2020-06-17,2020-06-30,0.18180366657809485,0.11391097907068186,0.12779500920210363,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-17,2020-06-18,2020-07-01,0.1740117072571834,0.11713863046021476,0.11452102281760551,synthetic_fallback_fast,train,1,Medium
1,MSFT,2020-06-17,2020-06-18,2020-07-01,0.18283189808391329,0.11345286648290226,0.12395311453467671,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-18,2020-06-19,2020-07-02,0.18089830489113642,0.10998886748087897,0.11451663772178174,synthetic_fallback_fast,train,1,Medium
1,MSFT,2020-06-18,2020-06-19,2020-07-02,0.1892772254441307,0.13334729797483894,0.15063332502979618,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-19,2020-06-22,2020-07-03,0.22345638335626977,0.10396982603657144,0.1111102269387369,synthetic_fallback_fast,train,1,Medium
1,MSFT,2020-06-19,2020-06-22,2020-07-03,0.21947512250433507,0.1322155040294393,0.1473447644122954,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-22,2020-06-23,2020-07-06,0.23143793576009794,0.1037368508301297,0.10815607903724278,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-22,2020-06-23,2020-07-06,0.2374766027007553,0.13352146505319087,0.14451114153753478,synthetic_fallback_fast,train,2,High
0,AAPL,2020-06-23,2020-06-24,2020-07-07,0.23170933233963673,0.10465688959042611,0.10384331573346735,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-23,2020-06-24,2020-07-07,0.23598099691856367,0.13209978879265302,0.14135098138930513,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-24,2020-06-25,2020-07-08,0.23630521330169188,0.11706526508567475,0.11887284184592911,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-24,2020-06-25,2020-07-08,0.23495414737475137,0.12878443671717166,0.13710028983221867,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-25,2020-06-26,2020-07-09,0.23530635853050655,0.11859889574641401,0.11986986215909347,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-25,2020-06-26,2020-07-09,0.2293266855487626,0.13345668103371244,0.13764217316415608,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-26,2020-06-29,2020-07-10,0.24303935060124873,0.10919377654622017,0.11894896339766796,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-26,2020-06-29,2020-07-10,0.2324437183852551,0.13375979307989228,0.1338783231313377,synthetic_fallback_fast,train,1,Medium
0,AAPL,2020-06-29,2020-06-30,2020-07-13,0.25353284566931816,0.12438912888619676,0.13407762900865938,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-29,2020-06-30,2020-07-13,0.2596704835435029,0.152611159827833,0.1542539317804069,synthetic_fallback_fast,train,2,High
0,AAPL,2020-06-30,2020-07-01,2020-07-14,0.23976317572961348,0.1373297150389798,0.14555824611565837,synthetic_fallback_fast,train,2,High
1,MSFT,2020-06-30,2020-07-01,2020-07-14,0.2977817768503055,0.15523411608035942,0.15285247647317762,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-01,2020-07-02,2020-07-15,0.2541967396107285,0.14345361465510756,0.14839302428330514,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-01,2020-07-02,2020-07-15,0.30591686292668335,0.1551143425822229,0.1490769337610637,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-02,2020-07-03,2020-07-16,0.25082235221503246,0.14662528849577924,0.15137259914095627,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-02,2020-07-03,2020-07-16,0.2866981383435393,0.17527198201066144,0.1745467467281109,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-03,2020-07-06,2020-07-17,0.22026184229315143,0.17178989629750543,0.17889272843182408,synthetic_fallback_fast,train,1,Medium
1,MSFT,2020-07-03,2020-07-06,2020-07-17,0.26716189375942284,0.19087026008999272,0.19138178948426843,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-06,2020-07-07,2020-07-20,0.22780455993272397,0.17585235965162926,0.17937751276274688,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-06,2020-07-07,2020-07-20,0.3465411887985225,0.20208612107283488,0.1993275813203726,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-07,2020-07-08,2020-07-21,0.39935200922579145,0.1763849291839998,0.1748132057897637,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-07,2020-07-08,2020-07-21,0.3966037295608908,0.19980617908739454,0.19342590868798826,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-08,2020-07-09,2020-07-22,0.3912175086669714,0.18492722343446433,0.18522651809502233,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-08,2020-07-09,2020-07-22,0.3986248904880705,0.1940087885908464,0.1881938014162767,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-09,2020-07-10,2020-07-23,0.3942175217177685,0.18600200662293148,0.1821322637763182,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-09,2020-07-10,2020-07-23,0.40683668715780413,0.1939412910973388,0.1825070750196824,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-10,2020-07-13,2020-07-24,0.39528241205176184,0.19114784321323514,0.18455913025996076,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-10,2020-07-13,2020-07-24,0.47557740972988927,0.1945380308569453,0.1799549237889453,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-13,2020-07-14,2020-07-27,0.3895221948448111,0.2064403404656557,0.19945200876602762,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-13,2020-07-14,2020-07-27,0.45102105188657204,0.22299286878832042,0.21343873698917434,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-14,2020-07-15,2020-07-28,0.38914579782649084,0.20668905881681013,0.1939070619462664,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-14,2020-07-15,2020-07-28,0.4248707894646484,0.24670484369521833,0.23805593075358308,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-15,2020-07-16,2020-07-29,0.3832322854881648,0.21782568339303354,0.20429022974280428,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-15,2020-07-16,2020-07-29,0.4213009314991513,0.2520045931921377,0.2375335741626968,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-16,2020-07-17,2020-07-30,0.38954887930261184,0.21867332837267595,0.20108982978138304,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-16,2020-07-17,2020-07-30,0.4248626392237804,0.24292147970226868,0.23622729745265755,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-17,2020-07-20,2020-07-31,0.38780584782623145,0.221864862509859,0.1993796164656647,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-17,2020-07-20,2020-07-31,0.4893878570345618,0.24448395333376585,0.2321165006059241,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-20,2020-07-21,2020-08-03,0.3785846259607308,0.22962843425307464,0.2042175507901174,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-20,2020-07-21,2020-08-03,0.42899227954458863,0.2970571766210889,0.2924822234733248,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-21,2020-07-22,2020-08-04,0.3002809953290398,0.32647453343710964,0.32327841109972805,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-21,2020-07-22,2020-08-04,0.397446561578982,0.32632924264329066,0.3207249807143298,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-22,2020-07-23,2020-08-05,0.4139614965681828,0.3231805168332011,0.3161870353745956,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-22,2020-07-23,2020-08-05,0.41600691534279727,0.3271889780273952,0.31296552612459194,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-23,2020-07-24,2020-08-06,0.41327837865511735,0.3246355932381618,0.31028528398525435,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-23,2020-07-24,2020-08-06,0.42037739538468744,0.3302323566235735,0.31002747092889343,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-24,2020-07-27,2020-08-07,0.43685240398361314,0.3281130226142629,0.30655762101133655,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-24,2020-07-27,2020-08-07,0.46199037379155816,0.3743019869451368,0.35791948340626123,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-27,2020-07-28,2020-08-10,0.45048590423968043,0.32863843666703174,0.3057613678672296,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-27,2020-07-28,2020-08-10,0.5071138989455916,0.36800050901363335,0.34894776827182683,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-28,2020-07-29,2020-08-11,0.45731322499947336,0.32320336663002563,0.296540343498398,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-28,2020-07-29,2020-08-11,0.5170793097523166,0.36687134963392737,0.33842383901264256,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-29,2020-07-30,2020-08-12,0.4525131787376198,0.32517915605801573,0.2938358105798816,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-29,2020-07-30,2020-08-12,0.5151191782873198,0.3681573046300696,0.33032997046737667,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-30,2020-07-31,2020-08-13,0.4456937691312448,0.3276127147537185,0.2921806204328254,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-30,2020-07-31,2020-08-13,0.5076980377897559,0.36242522314116565,0.3275007783138954,synthetic_fallback_fast,train,2,High
0,AAPL,2020-07-31,2020-08-03,2020-08-14,0.44811100377347274,0.3153638016470781,0.2850192926146437,synthetic_fallback_fast,train,2,High
1,MSFT,2020-07-31,2020-08-03,2020-08-14,0.4601063127089135,0.394256231459949,0.3714407659134187,synthetic_fallback_fast,train,2,High
0,AAPL,2020-08-03,2020-08-04,2020-08-17,0.44928393784684717,0.31242698070106595,0.27651568228364903,synthetic_fallback_fast,train,2,High
1,MSFT,2020-08-03,2020-08-04,2020-08-17,0.4577570399297733,0.3899520300259736,0.3620825362811322,synthetic_fallback_fast,train,2,High
0,AAPL,2020-08-04,2020-08-05,2020-08-18,0.3832882121444211,0.35330631428583004,0.32426405486499965,synthetic_fallback_fast,train,2,High
1,MSFT,2020-08-04,2020-08-05,2020-08-18,0.44946743138510936,0.3970253692225244,0.3607094892808451,synthetic_fallback_fast,train,2,High
